,TITLE,REGION,SPECIFIC REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,lat,lon,MOST_RECENT_REPORT_DATE,REPORT_COUNT,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DOGS ALLOWED ON LEASH,NO DOGS,KID FRIENDLY,REQUIRED PASSES,URL
1691,Foggy Dew Ridge,North Cascades,,12.0,roundtrip,3040.0,7340.0,0.0,0,48.17936496,-120.2533436,10/4/20 0:00,5,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/foggy-dew-ridge
1692,Nason Ridge Snowshoe,Central Cascades,Leavenworth Area,3.6,roundtrip,750.0,2720.0,3.0,1,47.79548496,-120.7159925,3/10/21 0:00,22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Sno-Parks Permit,https://www.wta.org/go-hiking/hikes/nason-ridge-snowshoe
1693,Crescent Lake,Central Cascades,Stevens Pass - East,12.0,roundtrip,3732.0,5489.0,2.67,3,47.79099455,-120.8850574,7/17/20 0:00,3,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/crescent-lake
1694,Council Bluff,South Cascades,Mount Adams Area,3.2,roundtrip,950.0,5180.0,2.83,6,46.26299021,-121.6318595,7/5/21 0:00,18,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/council-bluff
1695,Cedar Flats Nature Trail,Southwest Washington,Lewis River Region,1.1,roundtrip,67.0,1380.0,2.5,4,46.11195973,-122.0184436,9/11/21 0:00,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/cedar-flat
1696,Shoreview and Boeing Creek Parks,Puget Sound and Islands,Seattle-Tacoma Area,1.9,trails,280.0,440.0,3.0,4,47.75228745,-122.3661196,9/25/21 0:00,31,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/boeing-creek-park
1697,Little Huckleberry Mountain,Southwest Washington,Columbia River Gorge - WA,5.0,roundtrip,1800.0,4781.0,3.7,10,45.9042463,-121.7063385,9/11/21 0:00,32,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/little-huckleberry
1698,Milk Creek - Suiattle River Loop,North Cascades,Mountain Loop Highway,34.7,roundtrip,2100.0,3900.0,0.0,0,48.2457,-121.191,9/26/18 0:00,12,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/milk-creek-suiattle-river-loop
1699,Hazel Wolf Wetlands,Issaquah Alps,,1.7,roundtrip,60.0,525.0,3.78,9,47.59910255,-122.0083237,10/17/21 0:00,28,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,No pass,https://www.wta.org/go-hiking/hikes/hazel-wolf-wetlands
1700,Squires Lake Park,Puget Sound and Islands,Bellingham Area,2.0,roundtrip,200.0,680.0,3.62,8,48.64586832,-122.3541784,7/15/21 0:00,79,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/squires-lake
1701,Tronsen Meadow,Central Cascades,Blewett Pass,3.4,roundtrip,1168.0,5536.0,2.83,6,47.32900949,-120.5531931,6/9/21 0:00,28,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/tronson-meadow
1702,Cascade Creek,Central Cascades,Blewett Pass,2.4,one-way,2400.0,6000.0,2.5,4,47.44696741,-120.8103687,10/7/20 0:00,8,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/cascade-creek
1703,Milk Creek,North Cascades,Mountain Loop Highway,6.0,roundtrip,2100.0,3900.0,3.5,4,48.24571107,-121.1910439,8/23/19 0:00,38,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/milk-creek
1704,Grace Cole Nature Park,Puget Sound and Islands,Seattle-Tacoma Area,0.5,roundtrip,120.0,360.0,3.0,1,47.74922167,-122.2964332,9/5/21 0:00,5,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/grace-cole-nature-park-1
1705,Bear Ridge,Issaquah Alps,Cougar Mountain,3.0,roundtrip,,,3.0,5,47.52685953,-122.0640834,10/30/21 0:00,61,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/bear-ridge
1706,Tyee Lookout,Central Cascades,Entiat Mountains/Lake Chelan,8.5,roundtrip,2160.0,6640.0,4.0,2,47.837,-120.4827,5/21/21 0:00,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/tyee-lookout
1707,Slate Creek Trail,Eastern Washington,Spokane Area/Coeur d'Alene,15.0,roundtrip,2400.0,5702.0,0.0,0,47.4716089,-115.9239168,6/21/20 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/slate-creek-trail
1708,Steliko Lookout,Central Cascades,Entiat Mountains/Lake Chelan,3.4,roundtrip,1500.0,2586.0,2.75,4,47.74333485,-120.3628206,6/1/21 0:00,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/steliko-ridge
1709,Riverside State Park - Trail 25 Trail 410 Loop,Eastern Washington,Spokane Area/Coeur d'Alene,5.17,roundtrip,924.0,2207.0,0.0,0,47.77627367,-117.5466299,5/30/21 0:00,9,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/riverside-state-park-trail-25-trail-410-loop
1710,Driveway Butte,North Cascades,North Cascades Highway - Hwy 20,8.6,roundtrip,3030.0,5982.0,3.55,11,48.59833333,-120.5136667,10/21/21 0:00,75,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/driveway-butte
1711,Rachel Lake,Snoqualmie Region,Snoqualmie Pass,8.0,roundtrip,1600.0,4600.0,4.03,78,47.40118333,-121.2847667,10/31/21 0:00,923,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/rachel-lake
1712,Thornton Lakes and Trappers Peak,North Cascades,North Cascades Highway - Hwy 20,10.2,roundtrip,2900.0,5000.0,4.38,29,48.65366667,-121.3241667,10/30/21 0:00,206,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/thornton-lakes-and-trappers-peak
1713,Sheep Lake,Mount Rainier Area,Chinook Pass - Hwy 410,3.6,roundtrip,400.0,5750.0,3.93,27,46.87603481,-121.5177155,10/15/21 0:00,190,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/sheep-lake
1714,West Tiger 3,Issaquah Alps,Tiger Mountain,5.0,roundtrip,2100.0,2525.0,3.3,40,47.5295789,-121.9956374,11/4/21 0:00,784,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/west-tiger-3
1715,Deception Pass State Park - Pass Lake,Puget Sound and Islands,Bellingham Area,3.4,roundtrip,,,4.0,1,48.41705025,-122.6447824,10/9/21 0:00,28,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/deception-pass-state-park-pass-lake
1716,Mount Margaret,Snoqualmie Region,Snoqualmie Pass,5.5,roundtrip,2000.0,5459.0,4.33,18,47.36477589,-121.3583751,10/17/21 0:00,196,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-margaret
1717,Mount Roosevelt,Snoqualmie Region,Snoqualmie Pass,12.0,roundtrip,3500.0,5835.0,5.0,1,47.44514857,-121.4234539,10/1/21 0:00,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-roosevelt
1718,McKenzie Conservation Area,Eastern Washington,Spokane Area/Coeur d'Alene,6.0,trails,500.0,2600.0,0.0,0,47.8012799,-117.1211312,5/14/21 0:00,26,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/mckenzie-conservation-area
1719,Forest Park - Ridge Trail,Southwest Washington,Columbia River Gorge - OR,4.25,roundtrip,982.0,1075.0,0.0,0,45.582424,-122.7680152,7/17/21 0:00,6,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/forest-park-ridge-trail-loop-hike
1720,Snowgrass Flat,South Cascades,,8.2,roundtrip,1600.0,5800.0,4.35,23,46.46418333,-121.519,10/2/21 0:00,274,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/snowgrass
1721,Little Joe Lake,Snoqualmie Region,Snoqualmie Pass,3.6,roundtrip,1130.0,4700.0,0.0,0,47.37309,-121.15718,8/19/21 0:00,19,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/joe-lake
1722,Snowking Mountain,North Cascades,North Cascades Highway - Hwy 20,,,,7433.0,4.5,2,48.47314889,-121.2327576,10/2/21 0:00,20,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,"National Park Pass, Northwest Forest Pass",https://www.wta.org/go-hiking/hikes/snowking
1723,Labyrinth Mountain,Central Cascades,Stevens Pass - East,4.2,roundtrip,2500.0,6366.0,3.17,6,47.82786495,-121.0296822,10/3/21 0:00,62,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/labyrinth-mountain
1724,Emerald Lake via Trout Lake Trailhead,Eastern Washington,Okanogan Highlands/Kettle River Range,6.5,roundtrip,1430.0,3740.0,2.83,6,48.62420072,-118.2397556,6/5/21 0:00,21,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/emerald-lake-via-trout-lake-trailhead
1725,Glacier Peak Meadows,North Cascades,Mountain Loop Highway,25.0,roundtrip,4350.0,6450.0,5.0,1,48.02925523,-121.28932,9/8/20 0:00,18,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/glacier-peak-meadows
1726,Chief Joseph Wildlife Area - Joseph Canyon,Eastern Washington,Palouse and Blue Mountains,2.0,roundtrip,,1160.0,0.0,0,46.00828945,-117.0435333,10/20/20 0:00,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,,https://www.wta.org/go-hiking/hikes/chief-joseph-wildlife-area-joseph-canyon
1727,Emerald Lake via Deadman Trailhead,Eastern Washington,Okanogan Highlands/Kettle River Range,5.0,roundtrip,3100.0,300.0,0.0,0,48.661796,-118.279175,5/23/20 0:00,6,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/emerald-lake-via-deadman-trailhead
1728,Round Lake,North Cascades,Mountain Loop Highway,11.0,roundtrip,4300.0,5600.0,4.44,9,48.09361667,-121.3368,7/17/21 0:00,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/round-lake
1729,Ryan Cabin,Eastern Washington,Okanogan Highlands/Kettle River Range,1.7,one-way,700.0,5200.0,4.33,3,48.76078609,-118.4350634,9/21/20 0:00,5,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/ryan-cabin
1730,Rim Trail,South Cascades,Mount Adams Area,0.9,roundtrip,100.0,3620.0,3.0,2,45.88128523,-121.9865227,8/21/10 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/rim-trail-202
1731,Painted Mountain (Red Mountain),North Cascades,Mountain Loop Highway,8.0,roundtrip,4875.0,6975.0,3.33,6,48.0587885,-121.2898633,10/6/19 0:00,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/red-mountain
1732,Peshastin Pinnacles State Park,Central Cascades,Leavenworth Area,1.5,roundtrip,400.0,1450.0,3.25,12,47.54003333,-120.5202167,10/18/21 0:00,69,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/peshastin-pinnacles
1733,Pilot Ridge,North Cascades,Mountain Loop Highway,,,,,2.8,5,48.0448418,-121.258825,8/29/20 0:00,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/pilot-ridge
1734,Old Stage,Eastern Washington,Okanogan Highlands/Kettle River Range,1.6,one-way,,,3.25,4,48.70937106,-118.4445477,7/25/21 0:00,4,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/old-stage
1735,Observation Peak,Southwest Washington,Lewis River Region,5.0,roundtrip,500.0,4207.0,3.89,9,45.9499,-122.0401,8/18/20 0:00,53,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/observation-peak
1736,North Fork Sauk River,North Cascades,Mountain Loop Highway,11.0,roundtrip,1000.0,2800.0,3.12,8,48.05836667,-121.2865667,10/23/21 0:00,248,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/north-fork-sauk-river
1737,North Fork Sauk Falls,North Cascades,Mountain Loop Highway,0.4,roundtrip,200.0,1500.0,4.0,8,48.09853333,-121.3709,6/30/21 0:00,68,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/north-fork-sauk-falls
1738,Copper Ridge Loop,North Cascades,Mount Baker Area,34.0,roundtrip,8600.0,6260.0,4.38,13,48.91016567,-121.5917273,7/30/21 0:00,69,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/copper-ridge-loop
1739,Rhododendron Park,Puget Sound and Islands,Whidbey Island,3.0,roundtrip,,295.0,0.0,0,48.19681774,-122.6432562,8/1/21 0:00,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/rhododendron-park
1740,War Creek,North Cascades,Methow/Sawtooth,9.0,one-way,3840.0,6840.0,2.33,6,48.3582238,-120.4164058,7/16/21 0:00,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/war-creek
1741,Murhut Falls,Olympic Peninsula,Hood Canal,1.6,roundtrip,250.0,1050.0,3.81,21,47.6762911,-123.0207555,9/25/21 0:00,207,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/murhut-falls
1742,Kautz Creek to Indian Henry's Hunting Ground,Mount Rainier Area,SW - Longmire/Paradise,11.0,roundtrip,3800.0,5335.0,3.64,14,46.73635,-121.85555,11/6/21 0:00,129,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/kautz-creek-to-indian-henrys-hunting-ground
1743,Goat Peak,Mount Rainier Area,Chinook Pass - Hwy 410,6.5,roundtrip,3200.0,6473.0,3.71,17,46.96410753,-121.267534,7/31/21 0:00,127,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/goat-peak-1
1744,Bearhead Mountain,Mount Rainier Area,NW - Carbon River/Mowich,6.0,roundtrip,1800.0,6089.0,3.94,17,47.03138333,-121.82575,10/16/21 0:00,179,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/bearhead
1745,Thomas Mountain,Snoqualmie Region,Cle Elum Area,8.0,roundtrip,3400.0,,3.5,2,47.26755537,-121.1742452,7/29/21 0:00,35,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/thomas-mountain
1746,Red Top Lookout,Central Cascades,Blewett Pass,1.5,roundtrip,350.0,5360.0,3.68,25,47.29703636,-120.7595547,10/19/21 0:00,204,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/red-top-lookout
1747,Pacific Northwest Trail,Puget Sound and Islands,,1200.0,one-way,,7580.0,4.0,3,48.64507344,-122.3562999,8/5/21 0:00,45,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,https://www.wta.org/go-hiking/hikes/pacific-northwest-trail
1748,Green Lake,Mount Rainier Area,NW - Carbon River/Mowich,9.6,roundtrip,1500.0,3270.0,4.1,31,46.99498339,-121.9154755,8/12/21 0:00,347,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/green-lake
1749,Shadow Lake - Sunrise Camp Loop,Mount Rainier Area,NE - Sunrise/White River,3.7,roundtrip,200.0,5400.0,4.36,14,46.91461667,-121.6423333,9/25/21 0:00,129,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/shadow-lake-sunrise-camp-loop
1750,Lake Sacajawea,Southwest Washington,Long Beach Area,3.5,roundtrip,,,4.0,5,46.12922465,-122.9427548,10/18/21 0:00,11,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/lake-sacajawea
1751,Seward Park,Puget Sound and Islands,Seattle-Tacoma Area,2.4,roundtrip,,,4.0,14,47.5498937,-122.2577203,8/15/21 0:00,43,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/seward-park
1752,Juanita Bay Park,Puget Sound and Islands,Seattle-Tacoma Area,2.0,trails,,,2.5,2,47.6953125,-122.2102051,9/19/21 0:00,18,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/juanita-bay-park
1753,Centennial Trail,Puget Sound and Islands,,30.5,one-way,,,4.0,1,47.91925352,-122.0867608,5/1/21 0:00,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/centennial-trail
1754,Lake Tye,Puget Sound and Islands,Seattle-Tacoma Area,2.0,roundtrip,9.0,45.0,3.67,3,47.8625282,-122.0097828,8/2/21 0:00,13,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/lake-tye
1755,Brightwater Center,Puget Sound and Islands,Seattle-Tacoma Area,3.0,trails,120.0,290.0,3.6,5,47.79039741,-122.14149,11/7/21 0:00,54,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/brightwater-center-king-county
1756,Hansen Ridge,Snoqualmie Region,North Bend Area,15.0,roundtrip,1300.0,4100.0,4.0,1,47.3629553,-121.5305901,10/17/21 0:00,95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/harris-lake-trail
1757,Three Lakes via Laughingwater Creek,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,13.0,roundtrip,2800.0,5000.0,2.75,8,46.75178,-121.557136,8/31/21 0:00,65,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,,https://www.wta.org/go-hiking/hikes/three-lakes-via-laughingwater-creek
1758,Del Campo Peak,North Cascades,Mountain Loop Highway,11.0,roundtrip,4200.0,6610.0,5.0,6,48.0264959,-121.4440005,9/24/21 0:00,75,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/del-campo-peak
1759,Silver Lake - Monte Cristo,North Cascades,Mountain Loop Highway,11.0,roundtrip,2000.0,4350.0,4.4,5,48.03493746,-121.4456177,9/23/21 0:00,116,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/silver-lake-3
1760,Skyscraper Mountain,Mount Rainier Area,NE - Sunrise/White River,8.0,roundtrip,1300.0,7000.0,3.89,19,46.91461667,-121.6423333,9/23/21 0:00,143,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/skyscraper-mountain
1761,Pacific Crest Trail (PCT) Section K - Stevens Pass to Rainy Pass,Central Cascades,Stevens Pass - East,117.0,one-way,26351.0,6600.0,4.25,8,47.74604568,-121.0891621,11/1/21 0:00,181,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-k-stevens-pass-east-to-rainy-pass
1762,Garfield Ledges,Snoqualmie Region,North Bend Area,2.2,roundtrip,830.0,1860.0,4.42,12,47.55534385,-121.5354609,10/30/21 0:00,163,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/garfield-ledges
1763,Berkeley Park,Mount Rainier Area,NE - Sunrise/White River,7.7,roundtrip,1700.0,6800.0,3.75,16,46.914617,-121.642333,9/25/21 0:00,187,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/berkeley-park
1764,Horseshoe Basin,North Cascades,Pasayten,12.0,roundtrip,1550.0,7200.0,3.88,16,48.90858333,-119.9040667,9/13/21 0:00,126,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/horseshoe-basin-pasayten
1765,North Fork Quinault River and Halfway House,Olympic Peninsula,Pacific Coast,10.2,roundtrip,300.0,800.0,3.2,10,47.5757,-123.64815,10/29/21 0:00,100,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/north-fork-quinault-river-halfway-house
1766,Dirty Harry's Peak,Snoqualmie Region,Snoqualmie Pass,9.2,roundtrip,3326.0,4662.0,3.45,22,47.4342752,-121.6326678,10/30/21 0:00,369,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/dirty-harrys-peak
1767,Guye Peak,Snoqualmie Region,Snoqualmie Pass,6.0,roundtrip,2100.0,5168.0,4.18,11,47.44184705,-121.4225292,10/29/21 0:00,142,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,,https://www.wta.org/go-hiking/hikes/guye-peak
1768,Crater Lake,Central Cascades,Stevens Pass - West,2.0,roundtrip,550.0,3500.0,3.86,7,47.69959579,-121.5335083,8/1/21 0:00,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/crater-lake
1769,West Peak,Issaquah Alps,Squak Mountain,,,,,2.62,8,47.50563856,-122.062448,8/6/21 0:00,64,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/west-peak
1770,Louisiana Saddle,South Cascades,,,,,,2.0,4,,,9/3/01 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/louisiana-saddle
1771,Louie Trail,South Cascades,,,,,,2.25,4,46.57019057,-120.3112793,3/21/15 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/louie-trail
1772,Lodgepole Creek,North Cascades,,,,,,5.0,3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lodgepole-creek
1773,Lorraine Ridge,Central Cascades,,,,,,2.75,4,,,8/15/20 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lorraine-ridge
1774,Lost Pass Primitive,Olympic Peninsula,Hood Canal,,,,,2.33,3,,,8/23/21 0:00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lost-pass-primitive
1775,Long Ridge,Olympic Peninsula,Northern Coast,,,,,2.75,4,,,9/28/20 0:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/long-ridge
1776,Lower Sand Creek,South Cascades,,,,,,2.25,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lower-sand-creek
1777,Langfield Falls,South Cascades,,,,,,3.6,5,46.099,-121.720075,8/1/20 0:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/langfield-falls
1778,Lily Basin Horse,South Cascades,,,,,,2.5,4,,,6/20/21 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lilly-basin-horse
1779,Little Boulder,North Cascades,,,,,,3.67,3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/little-boulder
1780,Leland Lake,Central Cascades,,,,,,1.6,5,,,10/5/18 0:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/leland-lake
1781,Little Bridge Creek,Central Cascades,,,,,,4.25,4,,,9/26/00 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/little-bridge-creek
1782,Lewis Lake,North Cascades,North Cascades Highway - Hwy 20,7.0,roundtrip,1800.0,6000.0,3.86,7,,,10/7/21 0:00,49,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lewis-lake
1783,Little Salmon La Sac,Snoqualmie Region,Salmon La Sac/Teanaway,,,,,3.5,4,,,6/17/21 0:00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/little-salmon-la-sac
1784,Little Buck,South Cascades,,,,,,2.5,4,,,10/8/21 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/little-buck
1785,Little Creek Basin,South Cascades,,,,,,2.0,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/little-creek-basin
1786,Lightning Point,South Cascades,,,,,,3.5,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lightning-point
1787,Lesamiz,North Cascades,,,,,,1.75,4,,,7/5/21 0:00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lesamiz
1788,Lease Creek,North Cascades,,,,,,2.25,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lease-creek
